21.91,80,0,1012,0.89,0,22.6
21.26,84,0,1012,4.89,0,20.4
21.05,87,0,1012,4.74,0,20.2
20.44,92,0,1012,3.96,0,19.9
19.79,95,0,1012,3.76,0,18.8
20.93,85,0,1009,3.56,0,18.2
20.74,85,0,1009,3.47,0,17.6
20.2,78,2,1025,3.15,0,16.7
19.82,84,4,1008,3.55,0,16.4
19.82,82,2,1008,3.5,0,16.4
20.8,87,1,1012,0.89,0.44,17.5
22.22,79,1,1012,0.45,1.51,21.6
23.89,72,1,1011,1.34,3.45,24.7
24.76,67,46,1011,1.34,5.98,28.7
26.18,62,98,1010,0.89,8.51,27.5
27.34,57,99,1010,0.89,10.32,32
27.61,58,99,1010,0.89,10.46,34
28.64,51,99,1008,0.45,9.6,33.1
28.08,56,96,1008,0.89,5.26,31.9
26.74,60,99,1007,0.89,2.01,29.6
24.44,74,100,1006,0.89,1.08,29.1
25.31,64,100,1006,3.77,1.08,26.4
20.31,88,100,1008,0.89,0.11,24.1
20.56,93,100,1009,0.45,0,22.7
20.25,95,100,1009,2.24,0,21.8
19.69,96,100,1011,0.45,0,21.1
20.19,87,100,1010,2.85,0,20.2
19.35,88,100,1009,4.57,0,18.8
18.02,97,100,1009,2.14,0,18.8
17.16,98,100,1009,2.34,0,18.4
16.6,98,100,1009,0.45,0,17.6
16.36,98,94,1009,5.11,0,17.1
16.05,98,78,1009,4.28,0,16.9
15.18,93,58,1009,0.45,0,16.3
15.8,81,53,1009,3.35,0.48,15.4
18.09,65,42,1009,0.45,1.64,18.4
20,55,34,1010,0.89,3.73,22.3
22.29,46,35,1009,0.45,6.45,29.2
22.46,36,18,1009,3.97,6.45,31.2
26.17,36,0,1010,0.45,11.1,34
27.3,30,0,1010,0.45,11.54,36
27.47,29,0,1010,0.45,10.59,38
27.83,25,0,1010,0.89,8.29,39.2
28.15,28,0,1009,1.07,5.55,36.7
26.3,39,0,1009,0.89,3,36.1
24.69,41,0,1009,1.79,1.22,32.5
24.92,36,0,1008,3.46,1.22,25.9
22.71,47,3,1011,3.22,0,23.4
21.85,59,8,1012,0.45,0,22.2
22.02,66,27,1013,4.43,0,20.1
